business_name,rating,review
HIDE,5.0,"This place was beyond my expectations. Appart from the amazing service, the food was delicious. Everything, from the bread at the start to the desert at the end was perfect. I enjoyed every moment of it. Now the place itself … simply gorgeous. The stair is actually made from one single tree. When you go there, visit the private rooms downstairs (if they are empty). Each one of them is decorated with a theme. I would recommended a hundreds times !!!"
HIDE,5.0,"The service was exceptional, the ambiance was beautiful, and the atmosphere was just perfect. The food? Absolutely unforgettable - the best breakfast I’ve ever had! Whatever you do, don’t skip the soaked pistachio orange bun, it was pure perfection. Words can’t truly capture how amazing this experience was, so just go and see for yourself!"
HIDE,4.0,"We had a nice breakfast experience here overall. The free cloakroom was a nice touch as we entered. The restaurant itself is beautiful; yes, the stairs are pretty cool. The service was quite friendly and we were served fairly quickly. The croque monsieur was tasty, though the coffee was not particularly memorable, certainly not for the price."
HIDE,5.0,"Two young kids (3, 5) and a tasting menu at a Michelin star restaurant often isn’t a good idea. It was the best experience at HIDE! We were all made to feel so welcome. Phenomenal food. The “iconic” pairing was great. Couldn’t recommend it more! Thank-you HIDE for an epic, memorable experience 🙏"
HIDE,5.0,"Hide was definitely one of the best restaurants I’ve ever eaten at in London! This was my fifth time visiting, and I usually spend a week dining out. I’m happy to say that Hide is in my top three!

The atmosphere is fantastic, the service is excellent, and the food was absolutely on point! We also tried a vintage dessert wine, which was just perfect.

We loved it so much that we recommended it to our friends, and they loved it too!"
HIDE,3.0,"Amazing front of house team. Amazing energy and warming team. Good mushroom, black pudding and sausage. Sour dough bread was super hard, tomato needs seasoning and flavour like the mushroom. Egg where cold and so was the pate"
HIDE,5.0,I visited Hide during December and to this day I still think of it often as their interior to their food was so memorable. Starting from the beautiful open inside that spirals up a mystical feeling tree carved stair case. The Croque Madame was incredible and their Nova Lox wrap was a very creative take on meal that I have myself often at home. Service here was great and drinks were also delicious.
HIDE,5.0,Just keep coming back! Food and Service outstanding and not to mention the wine list. Especially Sanita went above and beyond to share the secrets of the staircase. Will definitely be booking to come back soon.
HIDE,5.0,"Hide is just fantastic! The atmosphere is great and it is just a very good place to enjoy high quality food! From the pastries, to the sweets and savory tu dishes! Really enjoyed the experience!"
HIDE,5.0,Great spot for brunch for a special occasion - they gave me a card and a candle on my pastry for my birthday. Loved the truffle scramble eggs on toast and we also had the buckwheat pancake waffle with smoked salmon (less memorable). The pain au chocolate was also lovely though and the staff were super attentive and willing to go the extra mile to take photos for us. Coffee was also great and good selection of beans.
HIDE,5.0,Fantastic breakfast. The fresh sweet mango is prepared particularly special. We also had the avocado and poached eggs and fresh juices. The centre piece of the restaurant is the spiral hand carved staircase and the front door is also amazing in that it’s almost “hidden”
HIDE,4.0,"We visited for breakfast, the pastries and croque Madame were really good. Unfortunately found the brioche for the truffle scrambled egg quite dry.
Service was great and was nice atmosphere."
HIDE,4.0,"Celebrated my birthday here last week. The food was beautifully presented and delicious. We got the bread basket (highly recommend), the nest egg (10/10), beetroot starter (7/10), scallops (8/10), mains were venison (7/10) and octopus (8/10), with a pear sorbet (9/10).

It was a great experience and the service was excellent! The decor is beautiful as well, we will be back to experience the breakfast:)"
HIDE,4.0,"I’ve been here twice for breakfast/brunch. I wouldn’t say the food is amazing, but it’s really, really good. It’s a little pricey, but since it’s a fancy place, that’s expected. The ambiance is super stylish—I especially like their area on the upper floor. My açaí bowl was just okay, but the matcha was really good, and the pastries were excellent."
HIDE,5.0,"Great meal out last night in the UK.  Order two bread baskets, one goes quick.  Food and service were outstanding.  Great night out."
HIDE,5.0,Been here twice for brunch. Once solo and one with friends for my birthday. Each time I received impeccable friendly service. The breakfast and pastries were both divine. Such a pretty restaurant too.
HIDE,1.0,"Lovely restaurant, swift service and great presentation. The price you pay, the portions you receive not worth it at all. Food was very average at best. Menu description was great and really oversold very average food.

Was not impressed with the way they portrayed the choice of waiters/waitresses for food service. They had chosen a few certain ethnic backgrounds which isn't an issue but the way they were serving was as if they had been told to act a certain way. Reminded me of slaves. Really not impressed."
HIDE,5.0,Great food. Egg royale is very recommended. The service was great and waited maximum 5 minutes until I got my order. Should note that the prices are high.
HIDE,5.0,"Loved the meal here! Serves were knowledgable, super friendly and they gave us a tour of the wine cellar too! Great evening out"
HIDE,4.0,"What a lovely experience.
We got a table that overlooked Green Park which was a lovely sight.
The food was good, perhaps slightly underwhelming for a one star restaurant.
Service was on point, the sommelier was very friendly and knowledgeable.
We didn’t feel rushed and enjoy every single minute of our experience.
For a treat, go and try Hide. You overall won’t be disappointed"
HIDE,1.0,"This restaurant has been our favourite for years, we always recommended it to friends and visitors. But the last visit was a waste of money, sadly. We couldn’t understand the change but later learnt that Ollie is no longer the chef there 💔 he would have never put raw unseasoned cucumbers at the top like that. Smaller portions and thin flavour. I understand the loyalty to promote your other staff but won’t be surprised if you lose your star next year. The desserts were great but it’s just one course from 4 we tried. Gutted to lose this place 🥺"
HIDE,5.0,"Is the staircase amazing? Yes
Is the service good? Yes
Is the food excellent? Yes
Is the view nice? Yes

But, I've had better pastries elsewhere in London for way cheaper (it cost me £72 for 2 drinks and 3 dishes of food.)

It's definitely an experience and somewhere to have a celebration, but I don't think we'd ever come back on a whim."
HIDE,5.0,"Had an intimate wedding dinner in a private room (reading room). Thoughtful and whimsical decor. The staff was exceptional! Not only in knowledge of what they were doing, also very personal and authentic. THATS what you need in a great service team! Food was excellent as well, as expected from a Michelin Restaurant, but the service was what makes you feel at home. Thank you ♥️"
HIDE,5.0,"Very happy with the set lunch (though still pricey, nett £64).
Lamb tartare starter - excellent, prata bread and greens complemented perfectly.
Steamed cod - excellent, flavourful mussel broth, perfectly cooked fish to the ideal texture, and a satisfying portion size
Lava tart and oak ice cream - average. Ice cream was quite melted (maybe the bowl wasn’t pre-chilled)"
HIDE,4.0,"We have lovely breakfast.  We like it esp the French Toast.
Both decoration and ambience is very nice."
HIDE,5.0,"One of my favourite restaurants in London. I’ve been at least 8 times and the breakfast and lunch are both equally amazing, alongside the service and ambience. The bar downstairs is also great with wonderful negronis. The bread basket is the best bread basket I’ve ever had."
HIDE,3.0,"Food was outstanding, but our service and experience was disappointing. I think we got unlucky with our waiter, we were left waiting 30 minutes to order our food and he got my main order wrong. He was very uncommunicative and didn’t double check our order at all. We were visiting for breakfast and got very hungry. I noticed people around us had a stall for their bags, but we weren’t given this. I was expecting a lot better from a Michelin star restaurant. We were visiting for a special occasion (anniversary) and did not feel like it was as much of a treat as it should have been."
HIDE,4.0,"Our first time here, ordered croque madame with truffle. It was pretty nice. Enjoyed much."
HIDE,5.0,Lovely restaurant with pleasant staff. Price commentate to location and decor. Food was good.
HIDE,1.0,"I was genuinely excited to have breakfast at HIDE, but left disappointed. I ordered the “Ripe honey mango with Thai basil & kaffir lime” the description sounded refined and thoughtful. In reality, it was just two plain mango slices with a few micro herbs on top. No noticeable kaffir lime, no complexity, no special touch. Just mango. It felt more like a garnish than a standalone dish

Also, many dishes are not available for takeaway “due to sauces or presentation,” which makes it unnecessarily restrictive especially when the food is quite simple

A beautiful place, but the experience didn’t live up to expectations"
HIDE,3.0,"Style over substance. The bread is it's high and it goes down from there. Had the tasting menu which is hors d'oeuvre 3 courses and petit fours. For £165 not good value! The food whilst cooked well was unimaginative and I wasn't wowed by the flavour. The lamb dish was a toughish piece of meat and the fat not rendered down.

Any easy pass"
HIDE,3.0,"I had high expectations for the food considering the Michelin star and the rave reviews online by influencers. Unfortunately, I thought that the food was lacklustre considering the price point and what the restaurant sets out to achieve.

Firstly, the French toast was decent but not amazing. The insides were more mushy than soft, hence there was a lack of bite to the dish.

Secondly, the croissants I ordered - chocolate and pecan banana were served cold, and I think they would have tasted better if they were warm. There was hardly any chocolate in the chocolate croissant at all.

Oysters were okay if on the small side.

Service was decent but restaurant was really busy on the day I went so staff was unable to interact much with guests.

Overall, would expect better for the price point of the restaurant."
HIDE,4.0,"Was there a few weeks ago to celebrate a friend’s birthday, and it was a great dining experience. The service was attentive, friendly, and thoughtful, making the occasion feel extra special.

The food was was beautifully presented. Some of the dishes that I enjoyed were so unique as well like the scallops specifically. The restraunt’s ambiance made this a memorable experience."
HIDE,5.0,"Staff were friendly and attentive, food and drinks were effortless, quick to arrive and very tasty for breakfast. The speciality coffee was amazing, have never tasted such a smooth coffee in my life. Price point was fair for quality and service. Can’t wait to come back, maybe for dinner next time."
HIDE,5.0,Fine dining done right! The food was great overall but the buckwheat pancake with salmon and cream cheese was the star of the show 🌟
HIDE,4.0,"Great experience all round. Good food, excellent service and relaxed but still nice environment.
Stand-out menu item was the French toast. The banana pecan croissant was not everything it was hyped to be. Everything else was great."
HIDE,5.0,"It was an amazing celebration of my birthday in such a beautiful, cozy atmosphere of the highest quality restaurant in the heart of central London. Thank you so much for that evening 😊.  Everything was perfect 👌."
HIDE,5.0,We had an amazing anniversary dinner. Special mention to our server SINITA not sure of the spelling. But she really did a great job explaining the dishes to us. Our favorite is the carabineros prawns it was superb highly recommended. 🥰
HIDE,4.0,"During my recent visit to The Hide, I found the food to be decent but not particularly remarkable. Among the dishes we tried, the egg nest and grilled octopus stood out as the better options, showcasing some creativity and flavor. However, the overall dining experience was marred by service issues.

It was a busy night at the restaurant, which undoubtedly contributed to the challenges we faced in getting attention from our server. We often found ourselves needing to flag down someone just to refill our water or wine glasses, which is frustrating during a celebratory girls' night out in London.

When our main courses arrived, there was a notable mix-up with the orders. The server seemed confused about which dish belonged to whom, which is quite unacceptable, especially in a busy restaurant setting. This added a layer of stress to the evening that detracted from our enjoyment.

Ultimately, the lack of timely refills for our drinks significantly impacted our experience. It’s disappointing when a night out is overshadowed by service shortcomings, despite the potential for a good meal. I hope The Hide can address these issues, as the food has promise, but the service needs improvement to match."
HIDE,5.0,"Visited HIDE for breakfast and I would say it has to be one of the most opulent breakfast experiences I've had!

The venue is truly stunning and ascending the iconic staircase to my table really set the scene for the experience.

I ordered the Full English with poached eggs and a Flat White. Both were excellent, every element of the breakfast plate was meticulously prepared and presented. The bread and butter were incredibly good and the eggs were poached to perfection. The coffee was also excellent, I chose an Ethiopian Yirgacheffe coffee however there are a variety of coffees to choose from.

Service was relaxed and attentive without being overbearing.

It's not every day one gets the chance to have a Michelin-starred breakfast. It's a very enjoyable experience and one I would recommend!"
HIDE,2.0,"Ngl I feel like Ive just been scammed. Ridiculous price for such a bad experience, the starter was the first but not the last disappointment, I was expected to experience the journey of Italian cuisine, not an Asian parent’s simulator, the starter what was the name? Meat n Bones? Just a small piece of bacon wrapped around a bone like stick no taste no flavor just purely for show. It’s like you(an Asian) were presented with your firstborn child and you don’t know what to do with the child so you tried to give the kid every chances in life only for it to end up as a mixture of fancy useless failure. The rest of the dishes were the same as the first, bunches of f disappointment. The attitude of one of the waitress was not very polite, we were talking when the waitresses bring out the dishes and started coughing or something, trying to stop us from talking so she can introduce the dish(it happened many times not just once), very unprofessional, is what normal people would say but for me, she is a spoiled brat who were definitely raised by a bad single parent(clearly she did not know how to behave in such environment) because what she was doing not only damaged her reputation but the restaurant too, she must know that actions have consequences, I normally would leave a 15% tips but for her action I regret that I can not take the tips from her. (personally Im asian and where Im from, attitudes, especially in the service’s industry is everything, the key to success or their downfall). Last but not least, the atmosphere was in fact the most pleasant thing out of everything I had just mentioned above. The wooden stair was alright but still nothing impressive like Bacchanalia. For conclusion, save your money for other high-end restaurants, this one does not worth the hype nor the price. I only choose to go to this one on valentine because others are fully booked. Just for the final nail in the coffin, anyone know the differences between jokes and food from HIDE? Jokes have meanings. I am being generous to give it a 2 stars rating, it deserves 0,5."
HIDE,4.0,"Visited HIDE before Christmas for lunch.

Overall we found this place lived upto our expectations, with great front of house staff, lovely atmosphere and stunning surroundings.

The food was expectational but even for regulars to Michelin star restaurants, we found it very expensive."
HIDE,1.0,"Very bland fish with two pieces of a vegetable, 3 mussels and of course a foamy sauce. Pretty tasteless, not worth the hype. The waiter kept coming to talk to us which was irritating, called us ""his lovely ladies"" 🙄 Also we took tap water but they put still water on our bill and almost charged us."
HIDE,5.0,"From the moment I walked in, the space felt elegant but still super inviting, with all the natural light coming through those huge glass windows. Walking up the iconic staircase to my table really set the vibe for something special. The service was on point; really friendly and attentive but not over the top. For the quality of food and the whole experience, I’d say it was well worth it. If you’re looking for a fancy but relaxed breakfast spot in London, this is it. Whether you’re into Michelin-starred dining or just want to treat yourself, I’d definitely recommend giving it a try!"
HIDE,5.0,"To me, one of the best restaurants in London for all occasions. Service is exceptional. Ambience, food servicing, selection of spirits, it all gives you a unique experience.
My personal top choice is breakfast for sure, definitely go for French toast, and try any pastry (these are freshly baked every morning)
Dinner is also worth mentioning. Every dish is a masterpiece. From starters, I really enjoyed scallops and mackerel tartar.
As for the main, my go-to is octopus (it just melts)"
HIDE,4.0,"Service and location make this place worth a visit.  Sit on the 1st floor with a view of Green Park.    The Mango dish was yummy, but very small.    Croque Monsieur hit the mark."
HIDE,5.0,"Hands down best breakfast place in London. Obsessed with their food. Come here every couple of weeks to check out new pastries on the menu- always innovative! It is pricey, but as expected in Mayfair. Service not always on point (they seem to have a lot of rotation), but that’s just a detail and the food is worth it! Nice coffee selection with some interesting choices. Try it!"
HIDE,5.0,"One of the best dining experiences I've had, not just in London, but in all of the places I've ever travelled to. I was down with work and brought along my partner - and we both LOVED the food and hospitality was next level. Can't recommend this place enough to anyone that loves dining at the next level."
HIDE,5.0,"I unfortunately was not looking at the menu prices properly or it's just I didn't think that my starter which I chose XL size prawns wouldn't cost me a 90£ , but I was wrong and I actually didn't really enjoy them as of I payed 90£ ,but didn't had any satisfaction from having it. Glad it isn't me the one who payed our bill :)))"
HIDE,5.0,"This was our first time in a Michelin starred restaurant, and thus at HIDE. Everything was perfect, from service to food. Everyone was very welcoming, waiters gave us awesome food recommendations! For the quality of the food we tasted, this felt perfectly priced. This is hands on the best restaurant I’ve been to.
I’d recommend trying the chicken liver parfait, and the chocolate pot, both were wow."
HIDE,5.0,"It was an amazing evening at HIDE. The team was so hospitable and delivered from the moment we stepped into the restaurant till the end.

From introducing the menu to giving recommendations, we were easily convinced by the knowledgeable staff.

Food in general was really presentable, we were a little underwhelmed by the highly acclaimed appetiser - nest egg. It was solid but it didn’t deliver the wow factor we were expecting. However, the meticulous craftsmanship dedicated to creating the dish and the egg itself was appreciated.

The mains were just gorgeous, we ordered chicken, pork and squid. They were all very delicious and cooked to perfection, we didn’t leave anything behind. We also really loved how the meat dishes were prepared in more than one ways, so you can get variations out of the dishes. It was a lovely bonus! We order some sides and they were all solid.

The highlight of the evening had got to be the acorn cake, we ordered one each and we all thoroughly enjoyed every single bite of the searing and bubbling cake, which was a well made brioche soaked in syrup, caramel and alcohol. It was dense, but it was divine.

The only hiccup that evening was the server of our table had been mixing up the sparkling and still water preferences for guests, at one point he even mixed different water into our glasses."
HIDE,4.0,"Went to HIDE to try their breakfast, which I’ve heard is the best in London. Was it? Not really, but it was good overall.
Staff was great, even when they forgot our hot drinks order they were very apologetic.
Pastries were absolutely incredible, if this is something you have to try there, it’s that. Also, please try them all. Hats off to the pastry chef there.
When it comes to savoury food, this is where it gets a bit… different. Hollandaise was very vinegary, eggs on the croque madame was overcooked, my buckwheat waffle pancake was lacking flavour, and overall it was all very fat.
Will I go back? Not for breakfast for sure."
HIDE,1.0,"Food is perfect. But my friends and I will never come to this restaurant again because I was discriminated against by the Asian waitress in your restaurant!!
There was an Asian waitress with long hair and white shirt. She had a very terrible attitude to me. When I walked in, she saw me but didn't talk to me and stand at the front desk （like a sculpture as she doesn’t move at all）waited for me to come in and ask , like my boss. She didn't help me to save my coat and spoke in a very soft voice so I can’t hear her voice clearly.（I thought she was sick）. She also was very impatient when I asked her to repeat（with extremely mean tone and she always rolled her eyes at me!! ）And she didn't lead me the way!! Why do other customers have waiters to guide them, but I don’t? I walk to downstairs alone to wait for a table. However, I saw that she smiled at other customers and had a very good attitude. She also took their coats, except me. So I suspect she discriminates against me. It needs to be emphasized that we were here to celebrated a birthday 😃😃😃😃😃
The food in the restaurant was delicious and  other waiters were very nice. Except this Asian waitress. Please fire her. If she continues to treat Asians like this, your restaurant will soon lose all Asian customers.

Reminder⚠️: If you are Asian customer please don't let this Asian waitress serve you because she doesn't seem to like our race."
HIDE,3.0,"Thé service was averagely good. From the moment we entered, they took our coats and hanged them with them.
We were then seated and whilst they took time to take our order; they later were fairly better as they noticed us more and gave us our dishes, changed our plates and handed us the cheques.
We ordered three dishes for breakfast:
Avocado toast: delicious. Loved the blend of flavours and the citrus flavour. A bit difficult to cut through
French toast: delicious and soft; easy to cut through. The blueberry and the crème were superb. Loved the freshness of them
Pain au chocolat: soft and a bit crunchy. The chocolate was fine. I wouldn’t order it again though.

The atmosphere was lovely. Loved the decoration. Clean toilets."
HIDE,4.0,"Great quality ingredients, the prawns with flat bread were a real highlight.

Very nice use of local leafy greens with interesting textures and flavour profiles."
HIDE,5.0,"Hide has been an iconic establishment in the London food scene for a few years now and has a Michelin star. I have been here for breakfast and meals for a few times and the place never fails and has always had an amazing service and food. It’s got a great wine and champagne selection to suit all wallets. My only suggestion is that the menu is same for so long that I have been through the entire menu over the last few visits. It needs some refreshing and new features.
Breakfast is still amazing and has the best croissants and coffees in town.
Verdict is 5/5
Budget meal for two is easily £200 with couple of glasses of simple basic wines. Of course goes up with cocktails and bottles of wine."
Tattu London,,
Tattu London,5.0,"To make our overseas friend’s Birthday celebration memorable, particularly as this was their second visit to London, we selected the Tattu restaurant, which exceeded our expectations from the moment we entered through the eliminated tunnel and ascended the lift. We were warmly greeted at the lift with exceptional hospitality while proceeding  to our table.

The restaurant’s ambiance is equally impressive, featuring exquisite decor. And The live DJ playing great music in the background.

The culinary offerings were equally impressive, with each delectable dish presented artistically and bursting with incredible flavours. The service was smooth, friendly, and never rushed, the attentive waiter further contributed to the exceptional ambience of the evening.
They even brought out a surprise birthday treat for our friend. it was a lovely touch that made the evening more special.

I highly recommend dining at Tattu, a renowned restaurant celebrated for its exceptional cuisine, impeccable service, and memorable dining experience."
Tattu London,4.0,"Tattu London offers a refined and elegant dining experience. The atmosphere is chic and intimate, perfect for a special evening out. The service was impeccable — attentive, warm, and professional from start to finish.

The food was beautifully presented and full of flavor. The duck dumplings were a standout — rich, tender, and perfectly balanced — definitely my favorite dish of the evening. Most of the dishes were excellent, though the salmon was slightly overcooked for my taste. Still, everything else was absolutely delicious.

I was a bit less impressed by the cocktails. Despite the restaurant’s strong reputation, I found them overpriced and not particularly well-balanced — the alcohol was barely noticeable, which made them feel a bit flat.

One drawback worth mentioning: there was no air conditioning, and it got uncomfortably warm inside, which detracted a little from the overall experience given the summer heat.

Overall, Tattu is a wonderful place for a stylish night out, with fantastic food, a lovely ambiance, and top-tier service — just a few details that could be improved."
Tattu London,4.0,"Service was excellent from start to finish with everyone from the hostess to our waiter. We were initially given a set menu with very limited options, but the staff were very accommodating and kindly provided us with the larger dinner menu for more choice.

The food itself was good, but unfortunately wasn’t great value for money. Portions were quite small and a bit underwhelming in taste, though beautifully presented and definitely picture worthy.

The atmosphere was lovely, especially in the evening when the lighting and ambience really elevated the experience. One small downside is that they don’t allow cakes or desserts from outside, which can be inconvenient for celebrations (but expected for fine dining)."
Tattu London,5.0,"Loved the experience. We booked a reservation for 2 people, a week in advance and received a warm welcome on our arrival. We were served by Ahmed, who was very helpful in selecting our course of food. We received an impeccable service with great food (even with vegetarian meals). It was a great experience. Would definitely recommend and we will be visiting again as well."
Tattu London,3.0,"Great service and really lovely interiors and views of the city, but I’d say quite overpriced. The food was good but not good enough to get me back a second time around. I feel like the flavour combinations could be a bit more creative.

My husband and I came for our anniversary and had two starters, the honey pork (best of the dishes we tried) as a main, and the pear sticky toffee pudding for dessert."
Tattu London,5.0,Absolutely incredible and delicious. Fabulous decor. The place to go in London. The beef and duck fried rice were perfect. We enjoyed many bites and full plates. I wish we had more room to eat more.
Tattu London,5.0,Delicious restaurant with unique and flavorful food. The staff was very professional and courteous. I had a meeting with two American friends hadn't seen in two years. we wanted to remember a great moment. Was pricing but the experience is worth it. We enjoyed the view of the city and the decoration.
Tattu London,5.0,"Everything about this place was/is amazing. From the walk upto the restaurant through the lit up tunnel, going up in the lift, being met at the lift exit and walking through the restaurant to your table. The views from your table are fantastic.  The service is exceptional and omg, the food is unbelievable. Probably one of the best restaurant ive been to. Planning another trip to london just i can go back here again with my husband (visited with my eldest son for an after show birthday treat, they even broughtout a treat for him for his birthday). Had the set menu (£36.90) fantastic value. Pre ordered the the dragon cocktails (£50x2, one would have been enough for 2 ppl)
Would highly recommended, they were delicious and good fun.
Thank you so much Tattu for helping our stay in London that bit more special"
Tattu London,4.0,"A fantastic spot with incredible food and a stunning atmosphere. The squid was incredibly fresh, and the salmon was perfectly cooked with a sweet tang sauce. The steak was cooked to perfection .For dessert, the sticky toffee pudding was rich, warm, and served with ice cream. The views of London are breathtaking, and the decor is impeccable, making it an ideal choice for a romantic date night.

The only reason I’m giving 4 stars instead of 5 is because they forgot our drinks, and the service was on the slower side. That said, I’d still highly recommend it for a special evening out."
Tattu London,5.0,"Went for a late lunch birthday celebration with my wife, and it did not disappoint. The atmosphere was calm and relaxed, just what we were hoping for. The staff were incredibly welcoming, and our waiter, Ahmed, was absolutely fantastic. We ordered the sharing platter, and every dish was packed with flavour—truly delicious. We’ll definitely be coming back for more!"
Tattu London,5.0,"Great atmosphere with live DJ music, and Morden Chinese style decorations. The restaurant is super busy, completely full, but the service is still good. The only downside is the taste of the food is not super good at the this price level."
Tattu London,5.0,"I visited Tattu last night and had an amazing dining experience. From the moment I walked in, the venue impressed me — beautifully decorated with a stunning, ambient atmosphere that sets the perfect tone for an evening out. It’s the kind of place that makes you want to linger a little longer.

For food, I ordered the BBQ Chinese chicken, salmon, spicy noodles, and jasmine rice. Each dish was full of flavour and beautifully presented. The spicy noodles had just the right kick, and the BBQ chicken was a standout — rich, smoky, and perfectly cooked.

Drinks were equally enjoyable. I started with a glass of Rosé, and to my surprise, I found they served Guyanese El Dorado rum — a rare and welcome treat. I had it with a dash of Coke, and it was the perfect finish to the meal.

Overall, the experience was fantastic. Tattu nails both style and substance, making it ideal for anything from a special dinner to a casual lunch date. I’ll definitely be back — next time, maybe for a relaxed afternoon meal."
Tattu London,5.0,"I visited this restaurant on a Thursday afternoon to celebrate receiving my university offer, and I can honestly say it was the best dining experience I’ve ever had. I was seated on the 6th floor, which offered a great atmosphere and view. The staff were absolutely lovely, and the food was immaculate! The overall vibe and energy of the place were brilliant — warm, welcoming, and full of life.

We were served by a wonderful waitress named Lin, whose service was exceptional. She was attentive, friendly, and made the whole experience even more special. Her colleagues were also fantastic — professional, kind, and clearly passionate about what they do.

I’ll definitely be coming back, and I highly recommend this place to anyone looking for an unforgettable meal."
Tattu London,5.0,A really nice rooftop restaurant! We were in London for five days and managed to eat here twice! The food looks amazing and tastes really good! The staff is friendly and service minded. The price is a bit too high but we really enjoyed both our visits!
Tattu London,5.0,"Food was delicious and our waitress Melissa was super sweet, helpful and attentive. Ambiance was beautiful! I 100% recommend. The one thing is that when we went the Chili beef was out! Too bad since it’s my favourite! Thank you Tattu! ♡"
Tattu London,5.0,"I finally made it to Tattu, and honestly, it lived up to the hype. From the moment I walked in, the space pulled me in, moody lighting, that cherry blossom tree centerpiece, and a vibe that feels luxe without being over the top.

The food? Beautifully done. The caramel soy beef was melt-in-your-mouth good, and the Szechuan rock shrimp had just the right kick. Every plate looked like it belonged in an art gallery, but thankfully tasted even better than it looked.

Drinks were another highlight — I had the Skull Candy and loved how playful but well-balanced it was. Service was smooth, friendly, and never rushed — which I appreciated.

It’s definitely a bit of a splurge, but for a night out where you want to treat yourself (or someone else), Tattu absolutely delivers. I’ll be back, next time with more room for dessert."
Tattu London,5.0,"Really nice restaurant, friendly and helpful staff. The food was really good. The salmon could have a bit more flavour, but all the other dishes were amazing. I enjoyed the cocktails on the terrace before the dinner. We did have the 2 course dinner menu, and it had a good selection. We did add a couple of dishes from the A la carte to try, and we were not disappointed. Will definitely come back again."
Tattu London,5.0,"Tattu London offers an incredible dining experience The interior design is dramatic and elegant perfect for a special night out or date.

The cocktails are inventive and beautifully presented, and the desserts are both artistic and delicious. Service was professional and attentive throughout.

Expect premium prices, but the overall ambiance and attention to detail make it worth it. Highly recommend if you're looking for something upscale with a wow factor."
Tattu London,5.0,"Gorgeous and stunning venue!

I took my wife here for our anniversary and she loved every bit of the experience. From the moment you enter the venue, the ambience was perfect. The food was great as well, and our server Lin went above and beyond to make our experience 10/10. HIGHLY RECOMMENDED!"
Tattu London,5.0,"GORGEOUS setting. The food was amazing and the vegan options did not disappoint. Staff were so wonderful, especially bartender who gave great recommendations for cocktail."
Tattu London,5.0,"We had a wonderful and delicious dinner at Tattu about two weeks ago and I still think about all the delicious flavors we discovered.

Denis our waiter was really nice, helpful and attentive during the whole meal and we really appreciated it! Thank you again to Denis and the whole Tattu-Team and chefs!

If we make it back to London some time, we will definitely come back to taste more delicious dishes🤩.

We recommend this restaurant without a doubt 🤗"
Tattu London,5.0,"Had a wonderful lunch, served by Ahmed who was very attentive and gave lots of information about the menu. A beautiful setting - wonderful food, amazing drinks, can’t complain! A great central london gem and pretty good value for what it is! Lovely for a special occasion!"
Tattu London,5.0,"Had an amazing birthday celebration!
Ahmed was fantastic attentive, warm, and made the evening feel extra special. The food was outstanding, and I highly recommend trying the Emperor’s Choice menu, absolutely epic. I’d definitely go again!"
Tattu London,5.0,"I visited this restaurant for the first time to try the London location, and it was a lovely evening with my friends.

I wasn’t entirely happy with our initial seating, but Melissa went above and beyond to move us to a nicer spot. She explained the menu, gave great recommendations, and was always ready to help with any request my friends had.

Thank you so much for your kindness—we had a fantastic night and will definitely be coming back.

The 2025 menu is outstanding. The wild mushrooms and the crispy shredded chilli beef were absolutely delicious—easily my favourites."
Tattu London,5.0,"Went here for my friends birthday, food was amazing with even better service! Definitely recommend the set menu with the angry bird chicken. Our outstanding waitress Lin did everything to make sure we were comfortable! She also took some amazing pictures for us we would come back just for her!!"
Tattu London,5.0,"Had a really lovely evening for our wedding anniversary. From the moment we were so warmly greeted by Joanna to leaving with very full bellies as well as a doggy bag,  we were constantly smiling.
The food was utterly delicious and we were very well looked after by our server, Lin. Nothing was too much trouble and even though it was a busy Friday night it felt relaxed and chilled. It was a great anniversary dinner!"
Tattu London,5.0,"Came here for my partner’s birthday meal and was served by Ahmed, who was great at recommending cocktails and very attentive!
Most of the food was tasty, some of the dishes could have had more flavours considering the price of them.
The birthday sparklers and plate was a lovely touch that left a smile on our faces"
Tattu London,2.0,"Food was so mid. Wagyu fried rice was just…..no. Tiny bit of beef in a mediocre, wok hey less mixture of rice and egg — you can get better from wok to walk. Crispy chilli beef and curry sauce tasted exactly like those you get from takeout.

Service was great, but the food seriously needs some improvement."
Tattu London,5.0,"My friend recommended Tattu as I was looking for a special place to take my client for our anniversary. I’m so glad I chose this restaurant. It truly exceeded expectations.

From the moment we arrived, the atmosphere was elegant and inviting. We ordered the Tattu Special set menu, which came highly recommended, and every dish was absolutely delicious. The portions were generous, so much so that we couldn’t even finish everything. Every course from the starters to the mains and dessert was beautifully presented and packed with incredible flavours.

The service was exceptional. Zsanett who was serving us made the evening special. The staff was very friendly, attentive, and thoughtful, even going the extra mile by adding a personal wish message inside the fortune cookie and on the dessert. Such a lovely touch.

We had a table by the window on the 6th floor, offering stunning views of London, which made the experience even more memorable.

Overall, Tattu London is a must-visit for anyone looking for outstanding food, impeccable service, and a truly special dining experience. I will definitely be returning."
Tattu London,5.0,"Absolutely fantastic experience! This place is worth every penny—100%. The food is outstanding, with top-quality ingredients and generous portions. The atmosphere is a perfect 10/10, but the service goes beyond expectations—20/10! Our waitress, Asya, was exceptional and made our visit even more enjoyable. Highly recommended! They made my birthday celebration perfect."
